Filename,SurveyID,MinLon,MaxLon,MinLat,MaxLat,CoordinateSystem,Theme,Datatype,Mb,URL,constantDataset,LABEL,DATE,CELLSIZE_DECDEGREES,LinespacingMetres,CoordsysData,Licence,CellsizeMetres
GSNSW_P738rtpg,738,145.436681,147.041825,-35.009792,-32.98438,     GDA94, MAGNETICS,      GRID,54.232,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P738rtpg.ers,,GSNSW_Exploration_NSW_Area_H_Cargelligo_Narrandera_magnetic_rtp_grid_geodetic,1995_1996,0.00049,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P738rtpg.ers,738,145.436681,147.041825,-35.009792,-32.98438,     GDA94, MAGNETICS,      GRID,54.232,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P738rtpg.ers,,GSNSW_Exploration_NSW_Area_H_Cargelligo_Narrandera_magnetic_rtp_grid_geodetic,1995_1996,0.00049,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P738rtpg.isi,738,145.436681,147.041825,-35.009792,-32.98438,     GDA94, MAGNETICS,      GRID,54.232,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P738rtpg.ers,,GSNSW_Exploration_NSW_Area_H_Cargelligo_Narrandera_magnetic_rtp_grid_geodetic,1995_1996,0.00049,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P738thog,738,145.436135,147.042747,-35.009785,-32.984376,     GDA94,RADIOMETRICS,      GRID,54.282,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P738thog.ers,,GSNSW_Exploration_NSW_Area_H_Cargelligo_Narrandera_thorium_grid_geodetic,1995_1996,0.00049,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P738thog.ers,738,145.436135,147.042747,-35.009785,-32.984376,     GDA94,RADIOMETRICS,      GRID,54.282,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P738thog.ers,,GSNSW_Exploration_NSW_Area_H_Cargelligo_Narrandera_thorium_grid_geodetic,1995_1996,0.00049,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P738thog.isi,738,145.436135,147.042747,-35.009785,-32.984376,     GDA94,RADIOMETRICS,      GRID,54.282,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P738thog.ers,,GSNSW_Exploration_NSW_Area_H_Cargelligo_Narrandera_thorium_grid_geodetic,1995_1996,0.00049,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P738tmig,738,145.436681,147.041825,-35.009792,-32.98438,     GDA94, MAGNETICS,      GRID,54.232,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P738tmig.ers,,GSNSW_Exploration_NSW_Area_H_Cargelligo_Narrandera_magnetic_grid_geodetic,1995_1996,0.00049,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P738tmig.ers,738,145.436681,147.041825,-35.009792,-32.98438,     GDA94, MAGNETICS,      GRID,54.232,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P738tmig.ers,,GSNSW_Exploration_NSW_Area_H_Cargelligo_Narrandera_magnetic_grid_geodetic,1995_1996,0.00049,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P738tmig.isi,738,145.436681,147.041825,-35.009792,-32.98438,     GDA94, MAGNETICS,      GRID,54.232,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P738tmig.ers,,GSNSW_Exploration_NSW_Area_H_Cargelligo_Narrandera_magnetic_grid_geodetic,1995_1996,0.00049,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P738totg,738,145.436135,147.042747,-35.009785,-32.984376,     GDA94,RADIOMETRICS,      GRID,54.282,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P738totg.ers,,GSNSW_Exploration_NSW_Area_H_Cargelligo_Narrandera_total_count_grid_geodetic,1995_1996,0.00049,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P738totg.ers,738,145.436135,147.042747,-35.009785,-32.984376,     GDA94,RADIOMETRICS,      GRID,54.282,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P738totg.ers,,GSNSW_Exploration_NSW_Area_H_Cargelligo_Narrandera_total_count_grid_geodetic,1995_1996,0.00049,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P738totg.isi,738,145.436135,147.042747,-35.009785,-32.984376,     GDA94,RADIOMETRICS,      GRID,54.282,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P738totg.ers,,GSNSW_Exploration_NSW_Area_H_Cargelligo_Narrandera_total_count_grid_geodetic,1995_1996,0.00049,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P738urag,738,145.436135,147.042747,-35.009785,-32.984376,     GDA94,RADIOMETRICS,      GRID,54.282,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P738urag.ers,,GSNSW_Exploration_NSW_Area_H_Cargelligo_Narrandera_uranium_grid_geodetic,1995_1996,0.00049,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P738urag.ers,738,145.436135,147.042747,-35.009785,-32.984376,     GDA94,RADIOMETRICS,      GRID,54.282,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P738urag.ers,,GSNSW_Exploration_NSW_Area_H_Cargelligo_Narrandera_uranium_grid_geodetic,1995_1996,0.00049,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P738urag.isi,738,145.436135,147.042747,-35.009785,-32.984376,     GDA94,RADIOMETRICS,      GRID,54.282,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P738urag.ers,,GSNSW_Exploration_NSW_Area_H_Cargelligo_Narrandera_uranium_grid_geodetic,1995_1996,0.00049,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P7391vdg,739,146.458363,147.540794,-36.008872,-34.996993,     GDA94, MAGNETICS,      GRID,18.017,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P7391vdg.ers,,GSNSW_Exploration_NSW_Area_I_Albury_magnetic_first_vd_grid_geodetic,1996,0.000493,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P7391vdg.ers,739,146.458363,147.540794,-36.008872,-34.996993,     GDA94, MAGNETICS,      GRID,18.017,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P7391vdg.ers,,GSNSW_Exploration_NSW_Area_I_Albury_magnetic_first_vd_grid_geodetic,1996,0.000493,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P7391vdg.isi,739,146.458363,147.540794,-36.008872,-34.996993,     GDA94, MAGNETICS,      GRID,18.017,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P7391vdg.ers,,GSNSW_Exploration_NSW_Area_I_Albury_magnetic_first_vd_grid_geodetic,1996,0.000493,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P739demg,739,146.458149,147.540581,-36.008493,-34.997107,     GDA94, ELEVATION,      GRID,18.009,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P739demg.ers,,GSNSW_Exploration_NSW_Area_I_Albury_elevation_grid_geodetic,1996,0.000493,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P739demg.ers,739,146.458149,147.540581,-36.008493,-34.997107,     GDA94, ELEVATION,      GRID,18.009,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P739demg.ers,,GSNSW_Exploration_NSW_Area_I_Albury_elevation_grid_geodetic,1996,0.000493,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P739demg.isi,739,146.458149,147.540581,-36.008493,-34.997107,     GDA94, ELEVATION,      GRID,18.009,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P739demg.ers,,GSNSW_Exploration_NSW_Area_I_Albury_elevation_grid_geodetic,1996,0.000493,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P739potg,739,146.458363,147.5403,-36.008872,-34.996993,     GDA94,RADIOMETRICS,      GRID,18.009,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P739potg.ers,,GSNSW_Exploration_NSW_Area_I_Albury_potassium_grid_geodetic,1996,0.000493,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P739potg.ers,739,146.458363,147.5403,-36.008872,-34.996993,     GDA94,RADIOMETRICS,      GRID,18.009,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P739potg.ers,,GSNSW_Exploration_NSW_Area_I_Albury_potassium_grid_geodetic,1996,0.000493,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P739potg.isi,739,146.458363,147.5403,-36.008872,-34.996993,     GDA94,RADIOMETRICS,      GRID,18.009,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P739potg.ers,,GSNSW_Exploration_NSW_Area_I_Albury_potassium_grid_geodetic,1996,0.000493,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P739rtpg,739,146.458363,147.540794,-36.008872,-34.996993,     GDA94, MAGNETICS,      GRID,18.017,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P739rtpg.ers,,GSNSW_Exploration_NSW_Area_I_Albury_magnetic_rtp_grid_geodetic,1996,0.000493,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P739rtpg.ers,739,146.458363,147.540794,-36.008872,-34.996993,     GDA94, MAGNETICS,      GRID,18.017,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P739rtpg.ers,,GSNSW_Exploration_NSW_Area_I_Albury_magnetic_rtp_grid_geodetic,1996,0.000493,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P739rtpg.isi,739,146.458363,147.540794,-36.008872,-34.996993,     GDA94, MAGNETICS,      GRID,18.017,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P739rtpg.ers,,GSNSW_Exploration_NSW_Area_I_Albury_magnetic_rtp_grid_geodetic,1996,0.000493,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P739thog,739,146.458363,147.5403,-36.008872,-34.996993,     GDA94,RADIOMETRICS,      GRID,18.009,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P739thog.ers,,GSNSW_Exploration_NSW_Area_I_Albury_thorium_grid_geodetic,1996,0.000493,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P739thog.ers,739,146.458363,147.5403,-36.008872,-34.996993,     GDA94,RADIOMETRICS,      GRID,18.009,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P739thog.ers,,GSNSW_Exploration_NSW_Area_I_Albury_thorium_grid_geodetic,1996,0.000493,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P739thog.isi,739,146.458363,147.5403,-36.008872,-34.996993,     GDA94,RADIOMETRICS,      GRID,18.009,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P739thog.ers,,GSNSW_Exploration_NSW_Area_I_Albury_thorium_grid_geodetic,1996,0.000493,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P739tmig,739,146.458363,147.540794,-36.008872,-34.996993,     GDA94, MAGNETICS,      GRID,18.017,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P739tmig.ers,,GSNSW_Exploration_NSW_Area_I_Albury_magnetic_grid_geodetic,1996,0.000493,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P739tmig.ers,739,146.458363,147.540794,-36.008872,-34.996993,     GDA94, MAGNETICS,      GRID,18.017,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P739tmig.ers,,GSNSW_Exploration_NSW_Area_I_Albury_magnetic_grid_geodetic,1996,0.000493,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P739tmig.isi,739,146.458363,147.540794,-36.008872,-34.996993,     GDA94, MAGNETICS,      GRID,18.017,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P739tmig.ers,,GSNSW_Exploration_NSW_Area_I_Albury_magnetic_grid_geodetic,1996,0.000493,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P739totg,739,146.458363,147.5403,-36.008872,-34.996993,     GDA94,RADIOMETRICS,      GRID,18.009,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P739totg.ers,,GSNSW_Exploration_NSW_Area_I_Albury_total_count_grid_geodetic,1996,0.000493,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P739totg.ers,739,146.458363,147.5403,-36.008872,-34.996993,     GDA94,RADIOMETRICS,      GRID,18.009,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P739totg.ers,,GSNSW_Exploration_NSW_Area_I_Albury_total_count_grid_geodetic,1996,0.000493,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P739totg.isi,739,146.458363,147.5403,-36.008872,-34.996993,     GDA94,RADIOMETRICS,      GRID,18.009,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P739totg.ers,,GSNSW_Exploration_NSW_Area_I_Albury_total_count_grid_geodetic,1996,0.000493,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P739urag,739,146.458363,147.5403,-36.008872,-34.996993,     GDA94,RADIOMETRICS,      GRID,18.009,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P739urag.ers,,GSNSW_Exploration_NSW_Area_I_Albury_uranium_grid_geodetic,1996,0.000493,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P739urag.ers,739,146.458363,147.5403,-36.008872,-34.996993,     GDA94,RADIOMETRICS,      GRID,18.009,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P739urag.ers,,GSNSW_Exploration_NSW_Area_I_Albury_uranium_grid_geodetic,1996,0.000493,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P739urag.isi,739,146.458363,147.5403,-36.008872,-34.996993,     GDA94,RADIOMETRICS,      GRID,18.009,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P739urag.ers,,GSNSW_Exploration_NSW_Area_I_Albury_uranium_grid_geodetic,1996,0.000493,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P7401vdg,740,150.029548,152.151828,-31.049913,-29.338171,     GDA94, MAGNETICS,      GRID,62.314,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P7401vdg.ers,,GSNSW_Exploration_NSW_Area_K_Peel_magnetic_first_vd_grid_geodetic,1998,0.000484,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P7401vdg.ers,740,150.029548,152.151828,-31.049913,-29.338171,     GDA94, MAGNETICS,      GRID,62.314,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P7401vdg.ers,,GSNSW_Exploration_NSW_Area_K_Peel_magnetic_first_vd_grid_geodetic,1998,0.000484,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P7401vdg.isi,740,150.029548,152.151828,-31.049913,-29.338171,     GDA94, MAGNETICS,      GRID,62.314,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P7401vdg.ers,,GSNSW_Exploration_NSW_Area_K_Peel_magnetic_first_vd_grid_geodetic,1998,0.000484,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P740demg,740,150.07875,151.774827,-31.050301,-29.364819,     GDA94, ELEVATION,      GRID,49.337,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P740demg.ers,,GSNSW_Exploration_NSW_Area_K_Peel_elevation_grid_geodetic,1998,0.000484,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P740demg.ers,740,150.07875,151.774827,-31.050301,-29.364819,     GDA94, ELEVATION,      GRID,49.337,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P740demg.ers,,GSNSW_Exploration_NSW_Area_K_Peel_elevation_grid_geodetic,1998,0.000484,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P740demg.isi,740,150.07875,151.774827,-31.050301,-29.364819,     GDA94, ELEVATION,      GRID,49.337,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P740demg.ers,,GSNSW_Exploration_NSW_Area_K_Peel_elevation_grid_geodetic,1998,0.000484,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P740potg,740,150.07875,151.774827,-31.050301,-29.364819,     GDA94,RADIOMETRICS,      GRID,49.337,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P740potg.ers,,GSNSW_Exploration_NSW_Area_K_Peel_potassium_grid_geodetic,1998,0.000484,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P740potg.ers,740,150.07875,151.774827,-31.050301,-29.364819,     GDA94,RADIOMETRICS,      GRID,49.337,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P740potg.ers,,GSNSW_Exploration_NSW_Area_K_Peel_potassium_grid_geodetic,1998,0.000484,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P740potg.isi,740,150.07875,151.774827,-31.050301,-29.364819,     GDA94,RADIOMETRICS,      GRID,49.337,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P740potg.ers,,GSNSW_Exploration_NSW_Area_K_Peel_potassium_grid_geodetic,1998,0.000484,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P740rtpg,740,150.07875,151.774827,-31.026222,-29.364819,     GDA94, MAGNETICS,      GRID,48.632,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P740rtpg.ers,,GSNSW_Exploration_NSW_Area_K_Peel_magnetic_rtp_grid_geodetic,1998,0.000484,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P740rtpg.ers,740,150.07875,151.774827,-31.026222,-29.364819,     GDA94, MAGNETICS,      GRID,48.632,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P740rtpg.ers,,GSNSW_Exploration_NSW_Area_K_Peel_magnetic_rtp_grid_geodetic,1998,0.000484,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P740rtpg.isi,740,150.07875,151.774827,-31.026222,-29.364819,     GDA94, MAGNETICS,      GRID,48.632,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P740rtpg.ers,,GSNSW_Exploration_NSW_Area_K_Peel_magnetic_rtp_grid_geodetic,1998,0.000484,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P740thog,740,150.07875,151.774827,-31.050301,-29.364819,     GDA94,RADIOMETRICS,      GRID,49.337,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P740thog.ers,,GSNSW_Exploration_NSW_Area_K_Peel_thorium_grid_geodetic,1998,0.000484,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P740thog.ers,740,150.07875,151.774827,-31.050301,-29.364819,     GDA94,RADIOMETRICS,      GRID,49.337,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P740thog.ers,,GSNSW_Exploration_NSW_Area_K_Peel_thorium_grid_geodetic,1998,0.000484,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P740thog.isi,740,150.07875,151.774827,-31.050301,-29.364819,     GDA94,RADIOMETRICS,      GRID,49.337,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P740thog.ers,,GSNSW_Exploration_NSW_Area_K_Peel_thorium_grid_geodetic,1998,0.000484,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P740tmig,740,150.029547,151.874107,-31.049024,-29.338171,     GDA94, MAGNETICS,      GRID,54.404,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P740tmig.ers,,GSNSW_Exploration_NSW_Area_K_Peel_magnetic_grid_geodetic,1998,0.000484,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P740tmig.ers,740,150.029547,151.874107,-31.049024,-29.338171,     GDA94, MAGNETICS,      GRID,54.404,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P740tmig.ers,,GSNSW_Exploration_NSW_Area_K_Peel_magnetic_grid_geodetic,1998,0.000484,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P740tmig.isi,740,150.029547,151.874107,-31.049024,-29.338171,     GDA94, MAGNETICS,      GRID,54.404,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P740tmig.ers,,GSNSW_Exploration_NSW_Area_K_Peel_magnetic_grid_geodetic,1998,0.000484,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P740totg,740,150.07875,151.774827,-31.050301,-29.364819,     GDA94,RADIOMETRICS,      GRID,49.337,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P740totg.ers,,GSNSW_Exploration_NSW_Area_K_Peel_total_count_grid_geodetic,1998,0.000484,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
GSNSW_P740totg.ers,740,150.07875,151.774827,-31.050301,-29.364819,     GDA94,RADIOMETRICS,      GRID,49.337,http://www.ga.gov.au/gadds/servlet/jetstreamDB/nsw/GSNSW_P740totg.ers,,GSNSW_Exploration_NSW_Area_K_Peel_total_count_grid_geodetic,1998,0.000484,250,WGS84,NSW DPI - Mineral Resources DIGITAL DATA ACCESS LICENCE AGREEMENT FOR THE GEOPHYSICAL ARCHIVE DATA,50
