fileIdentifier,language,character set,Hierarchy Level,Hierarchy Level Name,Metadata Point of Contact,Dataset URI,entryDate,title,alternateTitle,releaseDate,date type,citedResponsibleParty,abstract,Language,Character Set,Topic Category,surveyType,dataType,organisation name,party role,organisation name,party role,organisation name,party role,organisation name,party role,organisation name,party role,legislation,country,state,northBoundLatitude,southBoundLatitude,eastBoundLongitude,westBoundLongitude,Beginning Time,Ending Time,keyword,keyword,keyword,code,Access Constraints,Use Constraints,Security Constraints,supplementalInformation,userNote,surveyId
228129,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Huntley-Del Park (Detail), WA, 1985.",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG,,,,,,,,,,,,,,,,,,,,On,,,,license,license,unclassified,,,28
228130,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Palm Valley, NT, 1987.",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG RAD,,,,,,,,,,,,,,-23.898001,-24.1129,132.750198,132.066971,,,On,FW,,,license,license,unclassified,,,30
228131,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Kalgoorlie Detail,WA, 198?",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG,,,,,,,,,,,,,,,,,,,,On,,,,license,license,unclassified,,,31
228132,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Airborne Spectrometer System Calibration, (Portable Sources)",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,RAD,,,,,,,,,,,,,,,,,,,,On,,,,license,license,unclassified,,,32
228133,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Mount Gambier Spectrometer Calibration Tests, 1988.",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,RAD,,,,,,,,,,,,,,,,,,,,On,,,,license,license,unclassified,,,33
228134,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,1:1M Grid Surfaces,,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG,,,,,,,,,,,,,,,,,,,,On,,,,license,license,unclassified,product,,34
228135,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Canning Basin Seismic Lines, 1988",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG,,,,,,,,,,,,,,,,,,,,On,,,,license,license,unclassified,,,36
228136,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Long Line Traverses, 1955 - 1964",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG,,,,,,,,,,,,,,,,,,,,On,,,,license,license,unclassified,,,37
228137,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,AWAGS,,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG,,,,,,,,,,,,,,0,0,0,0,,,On,,,,license,license,unclassified,,,38
228138,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Tasmanian Spectro Calibration Tests, 1990",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,RAD,,,,,,,,,,,,,,,,,,,,On,,,,license,license,unclassified,,,39
228139,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"51 Mile Well Prospect, WA 1988.",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG RAD,,,,,,,,,,,,,,,,,,,,On,,,,license,license,unclassified,,,40
228140,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,Australian National Gravity Database Releases,,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,Geoscience Australia,principalInvestigator,,,,,,,Geoscience Australia,owner,,AUS,All states,-8,-48,162,108,,,OnOff,,,EPSG:4283,license,license,unclassified,Annual Public Releases. Stopped in 2005 once data available online via GADDS,,42
228141,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Gunnedah Basin Seismic Line, NSW, 1991.",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG,,,,,,,,,,,,,,,,,,,,On,FW,,,license,license,unclassified,,,43
228142,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Otway Basin Seismic Line, Vic, 1992.",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG,,,,,,,,,,,,,,,,,,,,On,FW,,,license,license,unclassified,,,44
228143,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Seismic Line, Derby, Lemmard R, Mt Anderson, WA, 1990.",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG,,,Stockdale,resourceProvider,Aerodata,processor,,,,,,,,,,,,12/01/1989,2/01/1990,On,FW,VH-FGS Shrike Commander 500S,,license,license,unclassified,,,45
228144,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Burkitt Spectrometer Test Range, 1992.",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG,,,,,,,,,,,,,,,,,,,,On,FW,,,license,license,unclassified,,,46
228145,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Seismic Lines, Kalgoorlie, WA, 1992.",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG RAD,,,,,,,,,,,,,,,,,,,,On,FW,,,license,license,unclassified,,,47
228146,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Aircraft Spectrometer Calibration, Nov, 1993.",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,RAD,,,,,,,,,,,,,,,,,,,,On,,,,license,license,unclassified,,,50
228147,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Wagga Detail, NSW, 1993.",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG RAD,,,,,,,,,,,,,,,,,,,,On,FW,,,license,license,unclassified,,,51
228148,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Officer Basin Seismic Lines,SA,1993",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG RAD,AGSO,principalInvestigator,,,ROSS BRODIE,processor,,,AGSO,owner,,AUS,SA,,,,,,,On,,VH-BGE Aero Commander,,license,license,unclassified,,,52
228149,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Aircraft Spectrometer Calibration,Feb,1994",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,RAD,AGSO,principalInvestigator,,,Minty,processor,,,AGSO,owner,,,,,,,,,,On,,VH-BGE Aero Commander,,license,license,unclassified,,,53
228150,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Salinity Studies: Jemalong,NSW,Pittsworth,Qld,Wanilla,SA,Serpenti,Vic,Cressy,Tas",,02/23/1994,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"ELE,MAG,TDE",AGSO,principalInvestigator,WGC Ltd (Fugro),resourceProvider,WGC Ltd (Fugro),processor,,,AGSO,owner,,AUS,All states,,,,,03/28/1993,,On,FW,VH-NKW Britten Norman Trisland,,license,license,unclassified,5 areas chosen for salinity studies (QUESTEM AEM),,54
228151,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Airborne Spectro Recalibrations, Aug 1994",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,RAD,AGSO,principalInvestigator,AGSO,resourceProvider,BRIAN MINTY,processor,,,AGSO,owner,,AUS,"ACT,NSW",0,0,0,0,,,On,,VH-BGE Aero Commander,,license,license,unclassified,,,55
228152,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Urapunga Infill,NT,1994",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG RAD,AGSO,principalInvestigator,AGSO,resourceProvider,,,,,AGSO,owner,,,,0,0,0,0,,,On,,VH-BGE Aero Commander,,license,license,unclassified,,,56
228153,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Aircraft Spectrometer Calibration,Feb,1995.",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,RAD,,,,,,,,,,,,,,0,0,0,0,,,On,,,,license,license,unclassified,,,57
228154,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,Shell,,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG,,,,,,,,,,,,,,0,0,0,0,,,On,,,,license,license,unclassified,,,59
228155,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,North Queensland/Mt Isa Radiometrics,,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,RAD,,,,,,,,,,,,,,-16.65,-22,147.67,139.64,,,On,,,,license,license,unclassified,,,60
228156,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Northern Eastern Goldfields,WA,1984-94.",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG,,,,,,,,,,,,,,0,0,0,0,,,On,,,,license,license,unclassified,product,,61
228157,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,Tasmania Composite Grids,,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG,AGSO,principalInvestigator,,,,,,,AGSO,owner,,AUS,,-39.5,-44,149,143.5,06/30/1986,,On,,,,license,license,unclassified,,,62
228158,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Ground Calibration Slab Sources,Feb,1996",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,RAD,AGSO,principalInvestigator,Brian Minty,resourceProvider,Brian Minty,processor,,,AGSO,owner,,,,0,0,0,0,,,On,,VH-BGE Aero Commander,,license,license,unclassified,,,63
228159,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"High Altitude Calib,Feb,1996",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,RAD,AGSO,principalInvestigator,Brian Minty,resourceProvider,Brian Minty,processor,,,AGSO,owner,,,,0,0,0,0,,,On,,VH-BGE Aero Commander,,license,license,unclassified,,,64
228160,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Lake Hume Calibration,Feb,1996",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,RAD,AGSO,principalInvestigator,Brian Minty,resourceProvider,Brian Minty,processor,,,AGSO,owner,,,,0,0,0,0,,,On,,VH-BGE Aero Commander,,license,license,unclassified,,,65
228161,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Olary Infill,SA,1996",A5960066,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,"MAG,RAD",AGSO,principalInvestigator,AGSO,resourceProvider,AGSO,processor,,,AGSO,owner,,AUS,NSW,-32.75,-33,140.2,140,4/09/1996,4/10/1996,On,FW,VH-BGE Aero Commander,EPSG:4283,license,license,unclassified,,,66
228162,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,Geodata Digital Elevation Data,,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,ELE,,,,,,,,,,,,,,0,0,0,0,,,On,,,,license,license,unclassified,,,67
228163,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Arnhem Land, Composite Grids, NT, 1996.",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG RAD,AGSO / NTGS,principalInvestigator,"AGSO, John Reese.",resourceProvider,AGSO.,processor,,,AGSO / NTGS,owner,,AUS,NT,-13,-15,137,133.5,,,OnOff,,,EPSG:4202,license,license,unclassified,,,68
228164,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Ground Slab Calibrations, Canberra, March 1997.",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,RAD,AGSO,principalInvestigator,"AGSO, Murray Richardson",resourceProvider,,,,,AGSO,owner,,,,0,0,0,0,,,On,,,,license,license,unclassified,,,69
228165,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"High Altitude Spectrometer Calibrations, Tas, March, 1997.",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,RAD,AGSO,principalInvestigator,"AGSO, Murray Richardson.",resourceProvider,"AGSO, Murray Richardson.",processor,,,AGSO,owner,,AUS,TAS,0,0,0,0,03/16/1997,03/16/1997,Off,,,,license,license,unclassified,,,70
