SURVEYID,TITLE,ABSTRACT,MINLON,MAXLON,MINLAT,MAXLAT,KEYWORD1,KEYWORD2,DATE
1178,"Byro, WA, 2008",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-25.250292,-27.004802,116.998232,114.999284,AIR,"MAG, RAD,ELE",4/03/2008
200601,Mt Isa Seismic,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-20.421851,-22.030024,141.497521,138.937301,LAND,GRAV,10/22/2006
1179,"Dardadine Palaeochannel AEM Survey, WA, 2008 (Darkin-Wagin)",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-33.237338,-33.3519,117.025794,116.781178,AIR,"TDE,MAG,ELE",6/11/2008
200741,"Cooper Basin South Gravity Survey, Queensland 2007",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-25,-29,144.33,140.7,LAND,GRAV,10/20/2007
4045,"Cooper Basin South Gravity Survey, Qld 2007 (Grav Proj # 200741)",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-25,-29,144.33,141,LAND,GRAV,10/20/2007
1180,"Bass Strait, Tas, 2008",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-38.494961,-40.427093,148.089423,143.557161,AIR,MAG,01/28/2008
1181,"Offshore NW Tasmania, Tas, 2008",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-38.986304,-41.499303,144.088684,141.665386,AIR,MAG,01/28/2008
1182,"Offshore SW Tasmania, Tas, 2008",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-41.46137,-43.899344,146.02492,143.470357,AIR,MAG,01/17/2008
4046,"Mt Isa Gravity along Seismic Lines, Qld 2006",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-20.4,-22,141.5,138.9,LAND,GRAV,10/22/2006
200799,Australia Wide Absolute Gravity Readings,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-13.2309,-38.352,152.766,114.7024,LAND,GRAV,06/15/2003
1183,"Dirranbandi (SE Bollon), Qld,1981",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-28.14386,-28.41529,147.96358,147.67842,AIR,"MAG,RAD",05/30/1981
1184,"Gingin, WA, 1996 (EP389)",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.99257,-31.67425,116.088,115.7495,AIR,"MAG,RAD",3/01/1996
1185,"Musgrave, WA, 1997",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-25.92822,-26.38404,127.60892,127.20519,AIR,"MAG,RAD",12/08/1997
4047,"Bendigo - Mitiamo Regional Gravity Survey, Vic, 2007",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-35.87,-36.75,144.87,143.49,LAND,GRAV,05/17/2007
200733,"Bendigo - Mitiamo Regional Gravity Survey, Vic 2007",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-35.87,-36.75,144.88,143.49,LAND,GRAV,05/17/2007
199396,"BHP Boomarra, 1993 Gravity Survey, Qld",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-19.69281,-19.90763,140.4581,140.2469,LAND,GRAV,
1186,"GSWA Magix Database, WA, 2008",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,AIR,"MAG,RAD,ELE",
199940,"Anglo American Lawn Hill, 1999 Gravity Survey, Qld, CR35932",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-18.065448,-18.396814,139.13556,138.84446,LAND,GRAV,08/15/1993
1187,"GSWA State Mag and Rad Grid Stitches, WA, 2008",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,AIR,"MAG,RAD",
4048,Far South West New South Wales Gravity Survey 2007,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-32.994526,-36.087403,145.001093,142.027352,LAND,GRAV,06/29/2007
4049,"Thomson NSW Gravity Survey, 2007",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-29,-31,145.5,142.5,LAND,GRAV,7/12/2007
199598,"BHP Bull Creek, 1995 Gravity Survey, Qld",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-21.07171,-21.27132,141.1495,140.9999,LAND,GRAV,
199386,"BHP El Rita, 1993 Gravity Survey, Qld, CR29421",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-21.91545,-22.00214,141.0296,140.9996,LAND,GRAV,
199697,"BHP Gleeson, 1996 Gravity Survey, Qld",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-19.54114,-20.60331,140.4554,140.0846,LAND,GRAV,
199397,"BHP Granada, 1993 Gravity Survey, Qld",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-19.90852,-20.1583,140.5238,140.282,LAND,GRAV,
199399,"BHP Melinda Downs, 1993 Gravity Survey, Qld",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-19.42825,-20.13121,140.522,139.9289,LAND,GRAV,
199444,"BHP Mt Isa, 1994 Gravity Survey, Qld.",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-21.17908,-21.81699,141.0652,140.9996,LAND,GRAV,
199698,"BHP Tal Tal, 1996 Gravity Survey, Qld",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-21.26909,-21.38722,141.1162,140.9998,LAND,GRAV,
200545,"Breakaway Eloise, 2005 Gravity Survey, Qld",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-20.84879,-20.88145,140.9838,140.9665,LAND,GRAV,
200440,"Minotaur Duchess, 2004 Gravity Survey, Qld",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-21.214701,-21.514902,139.976911,139.799879,LAND,GRAV,9/01/2004
199541,"MIM Isa Valley, 1995 Gravity Survey, Qld",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-20.50961,-20.7996,139.6206,139.3666,LAND,GRAV,
199599,"WMC 1995 Gravity Survey, Qld",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-20.04967,-20.19383,140.7008,140.5505,LAND,GRAV,
1188,"Balladonia - Zanthus, WA, 2008",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.490696,-33,124,122.5,AIR,"MAG,RAL,ELE",12/03/2008
200740,"Charters Towers Gravity Survey, Qld, 2008",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-18,-22.3,148,144,LAND,GRAV,08/22/2007
4050,"Charters Towers Gravity Survey, Qld, 2008",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-18,-22.3,148,144,LAND,GRAV,08/22/2007
200851,"TasExplore Northeast  Tasmania Gravity Survey, 2008",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-40.750932,-41.911644,148.346599,146.799329,LAND,GRAV,11/25/2007
200852,"Northwest Tasmania Gravity Survey, 2008",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-40.79,-40.99,145.26,144.96,LAND,GRAV,2/07/2008
1189,"Esperance - Malcolm, WA, 2008",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-33,-34.224775,124,121.5,AIR,"MAG,RAL,ELE",09/21/2008
200531,Bendigo North Gravity Survey - Vic 2005 - Leviathan,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-36.030388,-36.395422,144.496534,144.2446,LAND,GRAV,03/22/2005
4051,Bendigo North Gravity Survey Vic 2005 - Leviathan,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-36.030388,-36.395422,144.496534,144.2446,LAND,GRAV,03/22/2005
199542,"Cooradine Gravity Survey CR27459, 1995 Qld -  EPM10325",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-19.487155,-19.803259,142.137982,141.769277,LAND,GRAV,08/20/1995
199645,"Caroline Creek CR28646, Qld, 1996, EPM10883,EPM10992",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-19.47789,-19.96297,141.0301,141.48961,LAND,GRAV,04/14/1996
199693,"Forest Creek CR29148, Qld, EPM10884",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-19.39842,-19.83985,141.91851,141.49929,LAND,GRAV,04/14/1996
4052,"Caroline Creek, Cooradine, Forest Creek, Gravity Surveys - Qld 1995 & 1996",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,
4053,Bendigo - Lockington Gravity Survey 2005 Victoria,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-36.271157,-36.35245,144.59118,144.493231,LAND,GRAV,04/13/2005
200532,"Bendigo - Lockington Gravity Survey, 2005 Victoria",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-36.271157,-36.35245,144.59118,144.493231,LAND,GRAV,04/13/2005
200702,"Mt Isa, Georgetown, Charters Towers 2007 Gravity on Seismic Lines",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-17.08,-20.43,145.3,140.1,LAND,GRAV,5/08/2007
200801,Darling Rankin Springs 2008 Gravity along Seismic Lines,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-32.24,-33.61,146.4,144.89,LAND,GRAV,3/03/2008
4054,"Mt Isa Georgetown Charters Towers Gravity along seismic lines, Qld 2007",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-17.08,-20.43,145.3,140.1,LAND,GRAV,5/08/2007
4055,"Darling Rankin Springs Gravity along Seismic Lines, NSW 2008",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-32.24,-33.61,146.4,144.89,LAND,GRAV,3/03/2008
4056,Copy of PIRSA Open File Gravity Database June 2008,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-25,-40,142,128,LAND,GRAV,
4057,Two Tasmanian open file gravity surveys for 2000 & 2007,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-41.5,-42.8,148,146.7,LAND,GRAV,
198156,"SA Semi-Detailed Gravity Survey, 1981P2",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-29.74818,-30.505385,132.422961,131.887473,LAND,GRAV,
198252,"SA Detailed Gravity Traverses Survey, 1982O2",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-33.128224,-33.203405,137.434112,137.360794,LAND,GRAV,
198863,"SA Semi-Detailed Gravity Survey, 1988A3",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-27.76572,-27.951616,139.032868,138.791583,LAND,GRAV,
199566,"SA Detailed Gravity Survey, 1995A6",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.013645,-30.332631,135.19389,134.743545,LAND,GRAV,
200056,"SA Semi-Detailed Gravity Survey, 2000A3",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.779048,-30.990086,137.639064,137.405053,LAND,GRAV,
200288,"SA Detailed Gravity Survey, 2002A22",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-28.776156,-28.845613,133.881205,133.769863,LAND,GRAV,
200860,West Musgrave Gravity 2008 WA,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-25.498681,-26.898,129.002543,126.492196,LAND,GRAV,5/01/2008
200363,"SA Detailed Gravity Survey, 2003A13",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-28.90179,-28.927153,134.46708,134.450299,LAND,GRAV,
200453,"SA Detailed Gravity Survey, 2004A13",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-32.560759,-32.669502,140.373035,140.158329,LAND,GRAV,
200051,Central Tasmania 2000,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-41.501617,-42.400199,147.79973,146.671537,LAND,GRAV,
200754,Eastern Tasmania 2007,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-42.075781,-42.76734,147.990533,147.527263,LAND,GRAV,
200890,AFGN Refurbishment Leg 1,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-12.6806,-30.5972,148.1746,126.5818,LAND,GRAV,04/29/2008
4058,NE and NW Tasmanian gravity surveys - 2007-2008,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-40.79,-41.55,147.77,144.96,LAND,GRAV,
198920,BHP Mundi Mundi Gravity Survey,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.638694,-32.081845,141.233073,140.999544,LAND,GRAV,
4059,West Musgrave gravity Survey WA 2008,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-25.498681,-26.898,129.002543,126.492196,LAND,GRAV,5/01/2008
200458,"SA Detailed Gravity Survey, 2004A8",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-37.128104,-37.209756,140.686621,140.466305,LAND,GRAV,
200552,"SA Detailed Gravity Traverses, 2005A10",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-32.184358,-32.203831,139.941151,139.902519,LAND,GRAV,
200749,"Flinders Island Gravity Survey, Tasmania 2007",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-39.728,-40.261,148.317,147.793,LAND,GRAV,10/11/2007
200554,"SA Detailed Gravity Survey, 2005A14",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-29.899927,-30.200347,138.233462,137.821836,LAND,GRAV,
4060,"Flinders Island Gravity Survey, Tasmania 2007",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-39.728,-40.261,148.317,147.793,LAND,GRAV,10/11/2007
200756,"SA Detailed Gravity Traverse, 2007A1",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-26.003682,-27.29622,133.613963,133.185868,LAND,GRAV,
200752,"SA Detailed Gravity Traverses, 2007A2",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-26.036816,-27.22675,131.039438,129.763806,LAND,GRAV,
Georisk,NWWA Palaeotsunami reconnaissance,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,ELE,
4061,"BHP Mundi Mundi Plain Gravity Survey, NSW, 1989",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.638694,-32.081845,141.233073,140.999544,LAND,GRAV,
196580,"EL8180, EL8177, EL7777, EL8431 Gravity Traverses 1965, NT",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-21.148332,-21.514056,133.947041,133.276673,LAND,GRAV,
196782,"Warburton Gravity Traverses 1967, NT, CR19980770",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,
196782,"Warburton Gravity Traverses 1967, NT, CR19980770",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-22.070876,-22.249581,132.655368,132.497434,LAND,GRAV,
199485,"Gravity Traverses 1994, NT, CR19990162, CR19990267",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-20.077852,-20.749359,131.10736,129.111799,LAND,GRAV,
199980,"EL3589 Gravity Traverses 1999, NT, CR19990513, CR20050405",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-12.392244,-12.436773,133.619604,133.371225,LAND,GRAV,
199981,"Gravity Traverses 1999, NT, CR20010272",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-13.399391,-13.541894,133.477336,133.172033,LAND,GRAV,08/27/1999
1193,"Offshore NE Tasmania, Tas, 2008",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-39.176155,-40.702102,149.316965,146.512102,AIR,"MAG,ELE",12/08/2008
1194,"Offshore East Tasmania, Tas, 2011",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-40.67563,-43.903383,149.064716,147.953614,AIR,MAG,02/25/2011
200180,"Snake Creek Gravity Traverses 2001, NT, CR20020159",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-17.559105,-17.748786,137.487177,137.12189,LAND,GRAV,
200289,"Gravity Traverses 2002 Birrindudu, NT, CR20030019,CR20050326",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-17.767049,-18.61443,129.83409,129.000478,LAND,GRAV,
200381,"Step Gravity Survey 2003, NT, CR20030208",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-20.283587,-20.299943,130.016201,129.999985,LAND,GRAV,
200480,"Gravity Survey 2005, NT, CR20050298-EL9695, CR20050315-EL22909",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-22.950082,-23.013326,131.273346,131.067484,LAND,GRAV,07/29/2002
200582,"Gravity Survey 2005, NT, CR20050186, EL_24012",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-19.216655,-19.250962,133.717651,133.694484,LAND,GRAV,5/02/2005
200583,"Gravity Survey 2005, NT, CR20050188, EL_24014",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-19.54334,-19.557902,134.637926,134.622251,LAND,GRAV,5/07/2005
200584,"Timber Creek Gravity Survey 2005, NT, CR20050424",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-15.497654,-15.597292,130.366673,130.237063,LAND,GRAV,6/10/2005
200585,"Gravity Survey 2005 Birrindudu, NT, CR20050678",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-17.706734,-18.0473,130.002588,129.453213,LAND,GRAV,
200481,"Wilderness Bernborough Tennant Creek 2004, CR20060034, CR20060035",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-19.384477,-19.559551,134.29846,134.138999,LAND,GRAV,4/04/2004
200382,"Sth Georgina Basin Traverses, Numery Deeps, 2002-03, NT CR20060456",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-23.514926,-23.581099,135.661381,135.587692,LAND,GRAV,7/04/2002
200586,"Gravity Traverse 2005, NT, CR20060474, Whirlwind EL10409",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-15.524164,-15.525523,130.250753,130.237063,LAND,GRAV,06/15/2005
200780,"Gravity Traverses 2007, Hay River and Jikki River NT, CR20070289",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-23.452402,-23.988502,137.016529,136.039884,LAND,GRAV,
4062,"Grids, Images and Point Located Gravity Data for the 2008 Gravity Anomaly Grid",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-8,-52,170,100,LAND,GRAV,
200881,"CR20070804,CR20070805,CR20070811,CR20070812,CR20070816-CR20070818",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-19.841828,-20.339592,129.544766,129.133682,LAND,GRAV,
4063,Open File company gravity data from NTGS for 1988 to 2007,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-10,-26,138,129,LAND,GRAV,
199560,"South Norseman Grav Travs 1995,WA,A53138,A53954,A54238,A55189",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.8818,-32.352482,121.788283,121.715909,LAND,GRAV,7/06/1995
199660,"A53503 Gravity Points Trenton Area 1996, WA, A53503",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-27.47282,-27.48168,117.7969,117.7952,LAND,GRAV,
199467,"Gravity Survey Agnew Gold Operations 1994, WA, A46552",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-27.766714,-27.894397,120.528711,120.500042,LAND,GRAV,9/01/1994
199664,"Teague Project Gravity Traverses 1996, WA, A53541",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-25.090473,-25.783637,121.011685,120.080392,LAND,GRAV,
199760,"Gravity Survey 1997, WA, Abra and Jillawarra Prospects, A53858",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-24.603556,-24.66404,118.64769,118.552487,LAND,GRAV,
199763,"Gravity 1997, Kooline, Wannery Creek, Andes, Brumby Creek A54282",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-23.061419,-24.309426,119.000894,116.226702,LAND,GRAV,
199762,"Wiluna Mines Gravity Survey 1997, WA, A54267",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-26.36123,-26.71155,120.34103,120.02486,LAND,GRAV,
199764,"Ernest Giles Range Gravity Survey 1997, WA, A54824",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-26.546249,-26.884909,124.006747,123.704167,LAND,GRAV,4/08/1997
199860,"Koolyanobbing Detail Gravity Survey 1998,WA, A54863",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.78841,-30.894802,119.629517,119.504974,LAND,GRAV,2/04/1998
4064,Open File company gravity data from GSWA for 1994 to 2006,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-13.6,-35.2,129,112.9,LAND,GRAV,
199865,"St Alvano JV Gravity Survey 1998, WA, A56975",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.095079,-31.342123,122.044507,121.845262,LAND,GRAV,
200664,"Gravity Points Pt Denison 2006, WA, S20706",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-29.271732,-29.279383,114.918148,114.913925,LAND,GRAV,03/14/2006
200802,"Grav along SA 2008 Seismic Lines, Arrowie, Curnamona and Gawler",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-29.837848,-32.862439,140.342673,135.17825,LAND,GRAV,05/28/2008
1195,"Pine Creek (Kombolgie Area) VTEM AEM Survey, NT, 2008",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-11.50139,-14.53333,134.18389,132.51667,AIR,"TDE,MAG,ELE",8/07/2008
1196,"Pine Creek (Woolner & Rum Jungle Areas) TEMPEST AEM Survey, NT, 2008",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-12.15131,-14.53461,132.36141,129.86575,AIR,"FDE,MAG,ELE",8/07/2008
1197,"Cape York, Qld, 2009",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-10.661202,-15.995282,143.701379,141.374917,AIR,"MAG,RAL,ELE",04/23/2009
200880,"Central Arunta Gravity Survey, NT",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-20.936,-24.3789,137.99,131.388,LAND,GRAV,5/07/2008
4065,"Central Arunta Gravity Survey, NT 2008 - Gravity Project 200880",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-20.936,-24.3789,137.99,131.388,LAND,GRAV,5/07/2008
200820,"Southern Gunnedah Gravity Survey, NSW 2008",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31,-32.25,151.25,149.5,LAND,GRAV,7/11/2008
200861,Windimurra Gravity Survey,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-27.502173,-29.499,119.001058,117.506253,LAND,GRAV,8/01/2008
4067,"Windimurra Gravity Survey, WA 2008",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-27.502173,-29.499,119.001058,117.506253,LAND,GRAV,
200840,Westmoreland-Normanton Gravity Survey,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-15.4822,-18.0175,144.023115,137.994163,LAND,GRAV,06/16/2008
199445,"Levuka Detailed Grav Survey, Qld 1994 - EPM 10028, EPM 10029",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-20.822379,-21.042876,141.038543,140.818554,LAND,GRAV,9/01/1994
199144,"Westmoreland Traverse Grav Survey, Qld 1991 - EPM8182, CR24150",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-17.783882,-17.904263,138.327924,138.287629,LAND,GRAV,9/01/1991
199446,"Corella Detailed Grav Survey, Qld 1994 - EPM9091,CR26973,CR27434",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-20.534029,-20.748257,140.353159,140.092459,LAND,GRAV,9/01/1994
200441,"Sebastopol Detailed Grav Survey, Qld 2004 - EPM 8648",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-20.398283,-20.416469,140.712459,140.689432,LAND,GRAV,11/01/2004
199632,"Mt McLaren Detailed Grav Survey, Qld 1996 - CR29881 - EPC615",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-22.248976,-22.987883,148.016686,147.521971,LAND,GRAV,10/02/1996
